Date,NetValue,DailyReturn
2019-11-20,1.1929240921803508,0.01033546767281534
2019-11-21,1.1859229501760453,-0.005868891449337001
2019-11-22,1.1661656514852947,-0.01665985019331807
2019-11-25,1.160659201660435,-0.004721841890855382
2019-11-26,1.144614195520051,-0.013824045953738972
2019-11-27,1.1473590182401223,0.002398033093433858
2019-11-28,1.1437537623141518,-0.0031422212826639298
2019-11-29,1.1289099500324493,-0.0129781538393973
2019-12-02,1.119696245928365,-0.008161593494520444
2019-12-03,1.1414337221704502,0.019413726107532246
2019-12-04,1.1415291753376273,8.362567648313257e-05
2019-12-05,1.1699550706818242,0.02490159336995443
2019-12-06,1.1773093330856423,0.006285935749252472
2019-12-09,1.174664529941639,-0.002246481081630109
2019-12-10,1.1836259247331529,0.007628897070688727
2019-12-11,1.1927024234714365,0.007668384536550192
2019-12-12,1.201156338021571,0.00708803334659864
2019-12-13,1.2226508660893116,0.017894862964420086
2019-12-16,1.2595368254142827,0.030168840793408133
2019-12-17,1.284916712929345,0.02015017505082842
2019-12-18,1.2827751889305414,-0.0016666636656328126
2019-12-19,1.2640941471512241,-0.014562989634132054
2019-12-20,1.2833485167881236,0.015231752856613755
2019-12-23,1.233605559247039,-0.03876028755273571
2019-12-24,1.2918470451531197,0.047212405512852725
2019-12-25,1.3128557073148968,0.016262499682605215
2019-12-26,1.3206611918025613,0.0059454245003273025
2019-12-27,1.311954572184419,-0.006592621689942041
2019-12-30,1.3338614317536208,0.01669787966265235
2019-12-31,1.3234030463568534,-0.007840683558124832
2020-01-02,1.3234798381330308,5.802599320668e-05
2020-01-03,1.3289482954359209,0.004131878057624203
2020-01-06,1.3876539263630085,0.04417450334877864
2020-01-07,1.3839909814713862,-0.0026396674430365094
2020-01-08,1.3508248492714519,-0.023964124509448737
2020-01-09,1.3526912166918688,0.0013816501979687576
2020-01-10,1.3409724263344716,-0.008663315184419236
2020-01-13,1.4113855685889962,0.05250901574986008
2020-01-14,1.4159699539092965,0.0032481452427513594
2020-01-15,1.427953413325995,0.008463074646191246
2020-01-16,1.4514730828512798,0.01647089415228375
2020-01-17,1.4496977696241422,-0.0012231113674187077
2020-01-20,1.4546605884705721,0.003423347231690071
2020-01-21,1.4468484826900163,-0.005370397632597949
2020-01-22,1.4609756732031487,0.009764111917833058
2020-01-23,1.470425902066405,0.006468436837511993
2020-02-03,1.401566526101007,-0.04682954501048237
2020-02-04,1.3890754879119958,-0.00891219785603749
2020-02-05,1.4583566285255218,0.04987572037403579
2020-02-06,1.5324321217845276,0.05079381257648899
2020-02-07,1.618460103781621,0.056138200690359616
2020-02-10,1.6089809426422377,-0.005856901333084961
2020-02-11,1.5927697066625834,-0.010075467987229617
2020-02-12,1.7250912774963492,0.08307639847760928
2020-02-13,1.768898071887718,0.02539389942017805
2020-02-14,1.861299724667013,0.05223684408264767
2020-02-17,1.9460004468981371,0.04550622401573547
2020-02-18,1.9405810730788713,-0.0027848779931700877
2020-02-19,1.9075835797333787,-0.0170039241355373
2020-02-20,1.915279467044539,0.004034364414185241
2020-02-21,1.9627287268319846,0.024774065928177238
