Date,NetValue,DailyReturn
2019-05-15,1.0,0.0
2019-05-16,1.0027513433142603,0.0027513433142602106
2019-05-17,0.9788307158212493,-0.023854994214168153
2019-05-20,0.9484756610528416,-0.031011547020098826
2019-05-21,0.9484756610528416,0.0
2019-05-22,0.9361725839444549,-0.01297142100065055
2019-05-23,0.932517533651758,-0.0039042483783243865
2019-05-24,0.9086050380450814,-0.025642944763767363
2019-05-27,0.9350786476437173,0.02913654282128504
2019-05-28,0.9329166799532148,-0.002312070429530552
2019-05-29,0.9248883032896156,-0.008605673835740492
2019-05-30,0.91911673594088,-0.006240285803385671
2019-05-31,0.9116466413194902,-0.008127471004804153
2019-06-03,0.8953354424661355,-0.017892018808676188
2019-06-04,0.8876526466781403,-0.008580913279645826
2019-06-05,0.8890277917112503,0.0015491927368843784
2019-06-06,0.8833630431068592,-0.006371846479047969
2019-06-10,0.8742946857025764,-0.010265719711783186
2019-06-11,0.9174942458240799,0.04941075455215485
2019-06-12,0.9160915963297708,-0.0015287828786864157
2019-06-13,0.9319953000097587,0.017360385952348553
2019-06-14,0.9496164914845887,0.018906953151636686
2019-06-17,0.9308776435495755,-0.01973306919482602
2019-06-18,0.9238305714427685,-0.007570352726417938
2019-06-19,0.9501919394316601,0.028534851306904214
2019-06-20,1.001470788730046,0.05396683256338449
2019-06-21,1.0459978975120883,0.04446171499271239
2019-06-24,1.048530024532883,0.0024207763962216097
2019-06-25,1.097085190917585,0.04630784550621992
2019-06-26,1.089515846155358,-0.0068995050018824285
2019-06-27,1.1143337652166538,0.022778850944547912
2019-06-28,1.1257678183914124,0.01026088729576951
2019-07-01,1.1803542644627247,0.048488191951791444
2019-07-02,1.1768539023808844,-0.002965518223830456
2019-07-03,1.1742821377252268,-0.0021852879532918957
2019-07-04,1.1795556207390296,0.004490814297846997
2019-07-05,1.1840393550889297,0.0038012063789673502
2019-07-08,1.1644179455634993,-0.016571585598991034
2019-07-09,1.1516942257591583,-0.01092710727520051
2019-07-10,1.123857019099774,-0.024170657485961446
2019-07-11,1.1009877813610727,-0.020348885445427872
2019-07-12,1.0915809045102312,-0.008544033830432195
2019-07-15,1.1063727257162164,0.013550824446330954
2019-07-16,1.100396728045945,-0.005401432565506166
2019-07-17,1.1002993505492744,-8.849308089413095e-05
2019-07-18,1.080441987858835,-0.018047236582050805
2019-07-19,1.0900091318396132,0.0088548428219993
2019-07-22,1.0520644453305057,-0.0348113473554742
2019-07-23,1.0589917072240613,0.006584446346705956
2019-07-24,1.0601428371987252,0.001087005655295563
2019-07-25,1.1093102021722705,0.04637805703942976
2019-07-26,1.1186096360640452,0.00838307794660547
2019-07-29,1.1009596916985716,-0.01577846622846645
2019-07-30,1.090065428204876,-0.0098952428284525
2019-07-31,1.109081349449727,0.01744475217067129
2019-08-01,1.1374595161927785,0.025587092197638574
2019-08-02,1.1322268802298627,-0.004600283252656021
2019-08-05,1.1116036841020664,-0.018214720466280945
2019-08-06,1.1213186889451772,0.008739629943704629
2019-08-07,1.1076919255048454,-0.012152444772993468
2019-08-08,1.087154558901358,-0.018540684580802703
2019-08-09,1.096437685183514,0.008538920437897194
2019-08-12,1.1258509169763113,0.02682617734711887
2019-08-13,1.1589568470122413,0.029405252095759057
2019-08-14,1.1523152413809539,-0.005730675519463386
2019-08-15,1.1879917656699368,0.030960732799322953
2019-08-16,1.221477803458295,0.02818709586717934
2019-08-19,1.273079176700982,0.04224503555986954
2019-08-20,1.288428226586833,0.012056634156585802
2019-08-21,1.2841021844811407,-0.003357612024033563
2019-08-22,1.283913983742383,-0.00014656212023632137
2019-08-23,1.2706910696059892,-0.010298909665156276
2019-08-26,1.2935592608208215,0.01799665690727114
2019-08-27,1.3153919146878505,0.016877969590024904
2019-08-28,1.30984649920576,-0.004215789545434851
2019-08-29,1.3093263808296027,-0.00039708345708641766
2019-08-30,1.306714923471757,-0.0019945044994749256
2019-09-02,1.3089690490866148,0.0017250324262531613
2019-09-03,1.319596165679337,0.008118692034878684
2019-09-04,1.3297477095379198,0.0076929170625140725
2019-09-05,1.3800679646295932,0.037841956583748795
2019-09-06,1.396677848797222,0.012035555199693921
2019-09-09,1.4502334954013592,0.038345024695750414
2019-09-10,1.42898664480762,-0.01465064119751209
2019-09-11,1.3973381974274321,-0.02214747597200163
2019-09-12,1.4001323862162238,0.0019996510464939904
2019-09-16,1.380533025404817,-0.013998219742900886
2019-09-17,1.3351523572878838,-0.032871845353808986
2019-09-18,1.34577832249694,0.007958616221627957
2019-09-19,1.346579365139291,0.0005952262931868598
2019-09-20,1.3631415046654773,0.012299415804929622
2019-09-23,1.3736832817739622,0.007733442986223118
2019-09-24,1.337921603568235,-0.02603342319165804
2019-09-25,1.283789054437641,-0.04046018016767403
2019-09-26,1.2514279191131927,-0.025207517709070797
2019-09-27,1.246683134841673,-0.0037914962572371644
2019-09-30,1.1933085535786159,-0.04281326968446994
2019-10-08,1.173328435450874,-0.01674346343016103
2019-10-09,1.1716804546022277,-0.0014045349953638515
2019-10-10,1.1984401125377737,0.02283869960485996
2019-10-11,1.2215852682421222,0.019312734497293493
2019-10-14,1.2327788806182112,0.009163185466534683
2019-10-15,1.2176638503304047,-0.01226094194623675
2019-10-16,1.2026825021952825,-0.012303352958254535
2019-10-17,1.201690477943305,-0.0008248430073330281
2019-10-18,1.1668585272155747,-0.028985792404168192
2019-10-21,1.1556406381267759,-0.009613752504828151
2019-10-22,1.1606220113839332,0.004310486402790292
2019-10-23,1.1470299302752183,-0.011711031649751045
2019-10-24,1.135212815151788,-0.010302359870064455
2019-10-25,1.128957620327634,-0.0055101517007784505
2019-10-28,1.1545856242743164,0.02270058989392813
2019-10-29,1.1701054589679627,0.013441908826295009
2019-10-30,1.171845198747444,0.0014868230603897821
2019-10-31,1.1872239808746534,0.013123561152656749
2019-11-01,1.1951822962649463,0.00670329737142762
2019-11-04,1.2069313840173785,0.00983037298088272
2019-11-05,1.2148678178906633,0.0065757125702273584
2019-11-06,1.2122788314846664,-0.0021310848537349947
2019-11-07,1.1866781276570157,-0.02111783457960556
2019-11-08,1.1623234902660784,-0.020523372617495875
2019-11-11,1.1243365240934866,-0.032681922451636744
2019-11-12,1.1173498423840016,-0.006214048516406725
2019-11-13,1.1152164618143863,-0.0019093219408018365
2019-11-14,1.1544136937779887,0.03514764470014277
2019-11-15,1.1397290817315766,-0.012720407013151878
2019-11-18,1.140189482297293,0.0004039561445753152
2019-11-19,1.1807207906182944,0.035547870727010523
